athlete_full_name,games_participations,first_game,athlete_year_birth,athlete_medals,athletes_age
Eino Mauno VIRTANEN,1,Berlin 1936,1908.0,"


1

B

",115
Ödön ZOMBORI,3,Amsterdam 1928,1906.0,"


1

G



1

S

",117
Aaron Ross FLOOD,1,Berlin 1936,1910.0,"


1

S

",113
Johannes HERBERT,1,Berlin 1936,1912.0,"


1

B

",111
Aatos Tuomas JASKARI,2,Los Angeles 1932,1904.0,"


1

B

",119
Marcello NIZZOLA,2,Los Angeles 1932,1900.0,"


1

S

",123
Frank Wyatt LEWIS,1,Berlin 1936,1912.0,"


1

G

",111
Thure ANDERSSON,1,Berlin 1936,1907.0,"


1

S

",116
Joseph SCHLEIMER,1,Berlin 1936,1909.0,"


1

B

",114
Kristjan PALUSALU,1,Berlin 1936,1908.0,"


2

G

",115
John NYMAN,1,Berlin 1936,1908.0,"


1

S

",115
Kurt HORNFISCHER,1,Berlin 1936,1910.0,"


1

B

",113
Hjalmar Eemil NYSTRÖM,3,Paris 1924,1904.0,"


1

S



1

B

",119
Josef KLAPUCH,1,Berlin 1936,1906.0,"


1

S

",117
Knut FRIDELL,1,Berlin 1936,1908.0,"


1

G

",115
Ago (August) NEO,1,Berlin 1936,1908.0,"


1

S



1

B

",115
Erich SIEBERT,1,Berlin 1936,1910.0,"


1

B

",113
Richard Edward SCARF,2,Los Angeles 1932,1908.0,"


1

B

",115
Marton LÖRINCZ,1,Berlin 1936,1911.0,"


1

G

",112
Egon SVENSSON,1,Berlin 1936,1913.0,"


1

S

",110
Jacob BRENDEL,2,Los Angeles 1932,1907.0,"


1

G



1

B

",116
Károly KÁRPÁTI,3,Amsterdam 1928,1906.0,"


1

G



1

S

",117
Wolfgang EHRL,2,Los Angeles 1932,1912.0,"


2

S

",111
Hermanni PIHLAJAMÄKI,2,Los Angeles 1932,1903.0,"


1

G



1

B

",120
Emile POILVE,3,Amsterdam 1928,1903.0,"


1

G

",120
Richard Lawrence VOLIVA,1,Berlin 1936,1912.0,"


1

S

",111
Kyösti Aukusti LUUKKO,2,Los Angeles 1932,1903.0,"


1

S

",120
Lauri KOSKELA,2,Los Angeles 1932,1907.0,"


1

G



1

B

",116
Voldemar VÄLI,3,Paris 1924,1903.0,"


1

G



1

B

",120
Axel CADIER,2,Los Angeles 1932,1906.0,"


1

G



1

B

",117
Edwins BIETAGS,1,Berlin 1936,1908.0,"


1

S

",115
Edward Wilhelm WESTERLUND,3,Paris 1924,1901.0,"


1

G



1

B

",122
Yasar ERKAN,1,Berlin 1936,1911.0,"


1

G

",112
Aarne Eemeli REINI,2,Los Angeles 1932,1906.0,"


1

S

",117
Einar KARLSSON,2,Los Angeles 1932,1908.0,"


2

B

",115
Kustaa PIHLAJAMÄKI,4,Paris 1924,1902.0,"


2

G



1

S

",121
Francis Edward MILLARD,1,Berlin 1936,1914.0,"


1

S

",109
Georg GEHRING,3,Amsterdam 1928,1903.0,"


1

B

",120
Gustav SCHÄFER,1,Berlin 1936,1906.0,"


1

G

",117
Josef HASENÖHRL,1,Berlin 1936,1915.0,"


1

S

",108
Daniel Hubert Jr. BARROW,1,Berlin 1936,1909.0,"


1

B

",114
Roger VEREY,1,Berlin 1936,1912.0,"


1

B

",111
Josef MANGER,1,Berlin 1936,1913.0,"


1

G

",110
Vaclav PSENICKA,3,Amsterdam 1928,1906.0,"


2

S

",117
Arnold LUHAÄÄR,2,Amsterdam 1928,1905.0,"


1

S



1

B

",118
Rudolf ISMAYR,2,Los Angeles 1932,1908.0,"


1

G



1

S

",115
Carlo GALIMBERTI,4,Paris 1924,1894.0,"


1

G



2

S

",129
Anthony TERLAZZO,2,Los Angeles 1932,1911.0,"


1

G



1

B

",112
Saleh Mohamed SOLIMAN,1,Berlin 1936,1916.0,"


1

S

",107
Louis HOSTIN,3,Amsterdam 1928,1908.0,"


2

G



1

S

",115
Eugen DEUTSCH,1,Berlin 1936,1907.0,"


1

S

",116
Robert FEIN,1,Berlin 1936,1907.0,"


1

G

",116
Karl JANSEN,1,Berlin 1936,1908.0,"


1

B

",115
René DUVERGER,2,Los Angeles 1932,1911.0,"


1

G

",112
Gastone PIERINI,4,Paris 1924,1899.0,"


1

B

",124
Gotthard HANDRICK,1,Berlin 1936,1908.0,"


1

G

",115
Charles Fredrick LEONARD,1,Berlin 1936,1913.0,"


1

S

",110
Silvano ABBA,1,Berlin 1936,1915.0,"


1

B

",108
Sven THOFELT,4,Amsterdam 1928,1904.0,"


1

G



1

S



1

B

",119
Cornelius M. VAN OYEN,1,Berlin 1936,1886.0,"


1

G

",137
Heinz HAX,3,Amsterdam 1928,1900.0,"


2

S

",123
Erich KREMPEL,1,Berlin 1936,1913.0,"


1

S

",110
Paul VAN ASBROECK,5,Paris 1900,1874.0,"


1

G



1

S



1

B

",149
Wladyslaw KARAS,1,Berlin 1936,1893.0,"


1

B

",130
Bertil Vilhelm RÖNNMARK,2,Los Angeles 1932,1905.0,"


1

G

",118
Zoltan HRADETZKY-SOOS-RUSZKA,2,Los Angeles 1932,1902.0,"


1

B

",121
Gregor HRADETZKY,1,Berlin 1936,1909.0,"


2

G

",114
Helmut CÄMMERER,1,Berlin 1936,1911.0,"


1

S

",112
Jacobus KRAAIER,1,Berlin 1936,1913.0,"


1

B

",110
Frank AMYOT,1,Berlin 1936,1904.0,"


1

G

",119
Bohuslav KARLIK,2,Berlin 1936,1908.0,"


1

S

",115
Erich KOSCHIK,1,Berlin 1936,1913.0,"


1

B

",110
Konrad FREY,1,Berlin 1936,1909.0,"


3

G



1

S



2

B

",114
Innozenz (Inno) STANGL,1,Berlin 1936,1911.0,"


1

G

",112
Veikko Ilmari PAKARINEN,2,Los Angeles 1932,1910.0,"


2

B

",113
Martti UOSIKKINEN,3,Amsterdam 1928,1909.0,"


2

B

",114
Walter Johan STEFFENS,1,Berlin 1936,1908.0,"


1

G

",115
Eugen MACK,2,Amsterdam 1928,1907.0,"


2

G



4

S



2

B

",116
Alois HUDEC,1,Berlin 1936,1908.0,"


1

G

",115
Eduard STEINEMANN,2,Amsterdam 1928,1906.0,"


1

G



1

S

",117
Matthias Max VOLZ,1,Berlin 1936,1910.0,"


1

G



2

B

",113
Willi Friedrich STADEL,1,Berlin 1936,1912.0,"


1

G

",111
Mauri Kalervo NYBERG-NOROMA,3,Amsterdam 1928,1908.0,"


2

B

",115
Esa SEESTE,1,Berlin 1936,1913.0,"


1

B

",110
Georges MIEZ,4,Paris 1924,1904.0,"


4

G



3

S



1

B

",119
István PELLE,3,Amsterdam 1928,1907.0,"


2

G



2

S

",116
Walter BACH,1,Berlin 1936,1909.0,"


1

S

",114
Eino TUKIAINEN,1,Berlin 1936,1915.0,"


1

B

",108
Walter BECK,1,Berlin 1936,1907.0,"


1

S

",116
Leon STUKELJ,3,Paris 1924,1898.0,"


3

G



1

S



2

B

",125
Oreste CAPUZZO,2,Los Angeles 1932,1908.0,"


1

G

",115
Josip PRIMOZIC,3,Paris 1924,1900.0,"


1

S



1

B

",123
Albert BACHMANN,1,Berlin 1936,1906.0,"


1

S



1

B

",117
Franz Ernst BECKERT,1,Berlin 1936,1907.0,"


1

G

",116
Josef WALTER,1,Berlin 1936,1901.0,"


2

S

",122
Frederick H. MEYER,2,Los Angeles 1932,1910.0,"


1

S

",113
Jan GAJDOS,2,Amsterdam 1928,1903.0,"


1

S

",120
Boris GREGORKA,2,Amsterdam 1928,1906.0,"


1

B

",117
Franco TOGNINI,2,Los Angeles 1932,1907.0,"


1

G

",116
Frank Otto HAUBOLD,3,Amsterdam 1928,1906.0,"


1

S



1

B

",117
Alfred JOCHIM,4,Paris 1924,1902.0,"


2

S

",121
Emanuel LOFFLER,2,Amsterdam 1928,1901.0,"


2

S



1

B

",122
Ernst Friedrich WINTER,1,Berlin 1936,1907.0,"


1

G

",116
Romeo NERI,3,Amsterdam 1928,1903.0,"


3

G



1

S

",120
Willi KAISER,1,Berlin 1936,1912.0,"


1

G

",111
Gavino MATTA,1,Berlin 1936,1910.0,"


1

S

",113
Roger MICHELOT,2,Los Angeles 1932,1912.0,"


1

G

",111
Richard VOGT,1,Berlin 1936,1913.0,"


1

S

",110
Francisco RISIGLIONE,1,Berlin 1936,1917.0,"


1

B

",106
Peter Oscar JORGENSEN,2,Los Angeles 1932,1907.0,"


1

B

",116
Herbert RUNGE,1,Berlin 1936,1913.0,"


1

G

",110
Jose Guillermo LOVELL,1,Berlin 1936,1918.0,"


1

S

",105
Erling NILSEN,1,Berlin 1936,1910.0,"


1

B

",113
Jean DESPEAUX,1,Berlin 1936,1915.0,"


1

G

",108
Henry TILLER,1,Berlin 1936,1914.0,"


1

S

",109
Raul Vicente VILLAREAL,1,Berlin 1936,1909.0,"


1

B

",114
Bruno Valfrid AHLBERG,2,Los Angeles 1932,1911.0,"


1

B

",112
Ulderico SERGO,1,Berlin 1936,1913.0,"


1

G

",110
Jack WILSON,1,Berlin 1936,1918.0,"


1

S

",105
Fidel ORTIZ,2,Amsterdam 1928,1908.0,"


1

B

",115
Imre HARANGI,1,Berlin 1936,1913.0,"


1

G

",110
Nikolai STEPULOV,1,Berlin 1936,1913.0,"


1

S

",110
Erik AGREN,1,Berlin 1936,1916.0,"


1

B

",107
Sten SUVIO,1,Berlin 1936,1911.0,"


1

G

",112
Michael MURACH,1,Berlin 1936,1911.0,"


1

S

",112
Gerhard Sigvald PETERSEN,1,Berlin 1936,1912.0,"


1

B

",111
Erich CAMPE,2,Los Angeles 1932,1912.0,"


1

S

",111
Oscar CASANOVAS,1,Berlin 1936,1914.0,"


1

G

",109
Charles CATTERALL,1,Berlin 1936,1914.0,"


1

S

",109
Josef MINER,1,Berlin 1936,1914.0,"


1

B

",109
Friedrich GERHARD,1,Berlin 1936,1884.0,"


1

G



1

S

",139
Gregor ADLERCREUTZ,1,Berlin 1936,1898.0,"


1

B

",125
Gerard DE BALLORRE,1,Berlin 1936,1899.0,"


1

S

",124
Pierre Marie Robert VERSTEEGH,2,Amsterdam 1928,1888.0,"


1

B

",135
Daniel GILLOIS,1,Berlin 1936,1888.0,"


1

S

",135
Hermann VON OPPELN-BRONIKOWSKI,1,Berlin 1936,1899.0,"


1

G

",124
Sven COLLIANDER,2,Amsterdam 1928,1890.0,"


1

B

",133
Folke SANDSTRÖM,1,Berlin 1936,1892.0,"


1

B

",131
Arthur QVIST,2,Amsterdam 1928,1896.0,"


1

S

",127
Gerard Willem LE HEUX,2,Amsterdam 1928,1885.0,"


1

B

",138
Wilhelm Eugen JOHANSEN,3,Antwerp 1920,1892.0,"


1

S

",131
Isaac Leonard KITTS,2,Los Angeles 1932,1896.0,"


1

B

",127
Hiram E. TUTTLE,2,Los Angeles 1932,1882.0,"


2

B

",141
Hideko MAEHATA,2,Los Angeles 1932,1914.0,"


1

G



1

S

",109
Martha GENENGER,1,Berlin 1936,1911.0,"


1

S

",112
Inge SÖRENSEN,1,Berlin 1936,1924.0,"


1

B

",99
Noboru TERADA,1,Berlin 1936,1917.0,"


1

G

",106
Jack C. MEDICA,1,Berlin 1936,1914.0,"


1

G



2

S

",109
Shunpei UTO,1,Berlin 1936,1918.0,"


1

S



1

B

",105
Ralph Drew FLANAGAN,2,Los Angeles 1932,1918.0,"


1

S

",105
Ödön GROF,1,Berlin 1936,1915.0,"


1

B

",108
Arpad LENGYEL,1,Berlin 1936,1915.0,"


1

B

",108
Adolph Gustav KIEFER,1,Berlin 1936,1918.0,"


1

G

",105
Masaji KIYOKAWA,2,Los Angeles 1932,1913.0,"


1

G



1

B

",110
Ferenc CSIK,1,Berlin 1936,1913.0,"


1

G



1

B

",110
Tetsuo HAMURO,1,Berlin 1936,1917.0,"


1

G

",106
Erwin SIETAS,3,Amsterdam 1928,1910.0,"


1

S

",113
Reizo KOIKE,2,Los Angeles 1932,1915.0,"


1

S



1

B

",108
Teofilo YLDEFONSO,3,Amsterdam 1928,1903.0,"


2

B

",120
Karl SCHÄFER,3,Amsterdam 1928,1909.0,"


2

G

",114
Shozo MAKINO,2,Los Angeles 1932,1915.0,"


1

S



1

B

",108
Jean TARIS,3,Amsterdam 1928,1909.0,"


1

S

",114
Masanori YUSA,2,Los Angeles 1932,1915.0,"


2

G



1

S

",108
Shigeo ARAI,1,Berlin 1936,1916.0,"


1

G



1

B

",107
Masaharu TAGUCHI,1,Berlin 1936,1916.0,"


1

G

",107
Hendrika MASTENBROEK,1,Berlin 1936,1919.0,"


3

G



1

S

",104
Jeanette Morven CAMPBELL,1,Berlin 1936,1916.0,"


1

S

",107
Gisela ARENDT-JACOBS,2,Berlin 1936,1918.0,"


1

S



1

B

",105
Willemyntje (Willy) DEN OUDEN,2,Los Angeles 1932,1918.0,"


1

G



2

S

",105
Catharina (Tini) Willemina WAGNER,1,Berlin 1936,1919.0,"


1

G

",104
Mary Olive MCKEAN,1,Berlin 1936,1915.0,"


1

B

",108
Lenore KIGHT-WINGARD,2,Los Angeles 1932,1911.0,"


1

S



1

B

",112
Dina Willemina Jacoba SENFF,1,Berlin 1936,1920.0,"


1

G

",103
Alice W. BRIDGES,1,Berlin 1936,1916.0,"


1

B

",107
Phyllis HARDING,4,Paris 1924,1907.0,"


1

S

",116
Kurt HASSE,1,Berlin 1936,1907.0,"


2

G

",116
Henri RANG,1,Berlin 1936,1902.0,"


1

S

",121
Jozsef VON PLATTHY,1,Berlin 1936,1900.0,"


1

B

",123
Johan Jacob GRETER,1,Berlin 1936,1900.0,"


1

S

",123
Jose BELTRAO,1,Berlin 1936,1905.0,"


1

B

",118
Marten VON BARNEKOW,1,Berlin 1936,1900.0,"


1

G

",123
Heinz BRANDT,1,Berlin 1936,1907.0,"


1

G

",116
Henri Louis Marie VAN SCHAIK,1,Berlin 1936,1899.0,"


1

S

",124
Robert CHARPENTIER,1,Berlin 1936,1916.0,"


3

G

",107
Guy LAPEBIE,1,Berlin 1936,1916.0,"


2

G



1

S

",107
Ernst NIEVERGELT,1,Berlin 1936,1910.0,"


1

S



1

B

",113
Charles Alfred HOLLAND,2,Los Angeles 1932,1908.0,"


1

B

",115
Robert DORGEBRAY,1,Berlin 1936,1915.0,"


1

G

",108
Auguste GARREBEEK,1,Berlin 1936,1912.0,"


1

B

",111
Edgar BUCHWALDER,1,Berlin 1936,1916.0,"


1

S

",107
Frode Otto SÖRENSEN,2,Los Angeles 1932,1912.0,"


1

S

",111
Kurt OTT,1,Berlin 1936,1912.0,"


1

S

",111
Jean GOUJON,1,Berlin 1936,1914.0,"


2

G

",109
Gottlieb WEBER,1,Berlin 1936,1910.0,"


1

S

",113
Arne BERG,2,Los Angeles 1932,1909.0,"


1

B

",114
Joseph LOWAGIE,2,Amsterdam 1928,1903.0,"


1

B

",120
Sonja HENIE,4,Chamonix 1924,1912.0,"


3

G

",111
Cecilia COLLEDGE,2,Lake Placid 1932,1920.0,"


1

S

",103
Vivi-Anne HULTEN,2,Lake Placid 1932,1911.0,"


1

B

",112
Maribel VINSON,3,St. Moritz 1928,1911.0,"


1

B

",112
Maxi HERBER,1,Garmisch-Partenkirchen 1936,1920.0,"


1

G

",103
Ernst BAIER,2,Lake Placid 1932,1905.0,"


1

G



1

S

",118
Felix KASPAR,1,Garmisch-Partenkirchen 1936,1915.0,"


1

B

",108
Montgomery WILSON,3,St. Moritz 1928,1909.0,"


1

B

",114
Robert VAN ZEEBROECK,2,St. Moritz 1928,1909.0,"


1

B

",114
Ivar BALLANGRUD,3,St. Moritz 1928,1904.0,"


4

G



2

S



1

B

",119
Georg KROG,1,Garmisch-Partenkirchen 1936,1915.0,"


1

S

",108
Leo FREISINGER,1,Garmisch-Partenkirchen 1936,1916.0,"


1

B

",107
Birger WASENIUS,1,Garmisch-Partenkirchen 1936,1911.0,"


2

S



1

B

",112
Erik August LARSSON,1,Garmisch-Partenkirchen 1936,1912.0,"


1

G



1

B

",111
Oddbjorn HAGEN,1,Garmisch-Partenkirchen 1936,1908.0,"


1

G



2

S

",115
Martin MATSBO,1,Garmisch-Partenkirchen 1936,1911.0,"


1

B

",112
Olaf HOFFSBAKKEN,1,Garmisch-Partenkirchen 1936,1908.0,"


2

S

",115
Arne RUSTADSTUEN,2,Lake Placid 1932,1905.0,"


1

B

",118
Sulo NURMELA,1,Garmisch-Partenkirchen 1936,1908.0,"


1

G

",115
Artur HÄGGBLAD,1,Garmisch-Partenkirchen 1936,1908.0,"


1

B

",115
Bjarne IVERSEN,1,Garmisch-Partenkirchen 1936,1912.0,"


1

S

",111
Kalle JALKANEN,1,Garmisch-Partenkirchen 1936,1907.0,"


1

G

",116
Matti LÄHDE,1,Garmisch-Partenkirchen 1936,1911.0,"


1

G

",112
Elis WIKLUND,1,Garmisch-Partenkirchen 1936,1909.0,"


1

G

",114
Axel WIKSTRÖM,2,Lake Placid 1932,1907.0,"


2

S

",116
Nils-Joel ENGLUND,1,Garmisch-Partenkirchen 1936,1907.0,"


1

B

",116
Klaus KARPPINEN,1,Garmisch-Partenkirchen 1936,1907.0,"


1

G

",116
Sverre BRODAHL,1,Garmisch-Partenkirchen 1936,1909.0,"


1

S



1

B

",114
Sven ERIKSSON,3,St. Moritz 1928,1907.0,"


1

S

",116
Reidar ANDERSEN,2,Lake Placid 1932,1911.0,"


1

B

",112
Franz PFNÜR,1,Garmisch-Partenkirchen 1936,1908.0,"


1

G

",115
Gustav LANTSCHNER,1,Garmisch-Partenkirchen 1936,1910.0,"


1

S

",113
Emile ALLAIS,1,Garmisch-Partenkirchen 1936,1912.0,"


1

B

",111
Sigmund RUUD,3,St. Moritz 1928,1907.0,"


1

S

",116
Christel CRANZ,1,Garmisch-Partenkirchen 1936,1914.0,"


1

G

",109
Käthe GRASEGGER,1,Garmisch-Partenkirchen 1936,1917.0,"


1

S

",106
Carmen BARTH,1,Los Angeles 1932,1912.0,"


1

G

",111
Amado AZAR,1,Los Angeles 1932,1913.0,"


1

S

",110
Alberto Santiago LOVELL,1,Los Angeles 1932,1912.0,"


1

G

",111
Luigi ROVATI,1,Los Angeles 1932,1904.0,"


1

S

",119
Frederick FEARY,1,Los Angeles 1932,1912.0,"


1

B

",111
Istvan ENEKES,1,Los Angeles 1932,1911.0,"


1

G

",112
Edward L. FLYNN,1,Los Angeles 1932,1909.0,"


1

G

",114
Gino ROSSI,1,Los Angeles 1932,1908.0,"


1

S

",115
Horace Lefty GWYNNE,1,Los Angeles 1932,1912.0,"


1

G

",111
Hans ZIGLARSKI,2,Amsterdam 1928,1905.0,"


1

S

",118
Carmelo Ambrosio ROBLEDO,2,Amsterdam 1928,1911.0,"


1

G

",112
Josef SCHLEINKOFER,1,Los Angeles 1932,1910.0,"


1

S

",113
Allan CARLSSON-EKEBACK,1,Los Angeles 1932,1910.0,"


1

B

",113
Lawrence STEVENS,1,Los Angeles 1932,1913.0,"


1

G

",110
Thure AHLQVIST,1,Los Angeles 1932,1907.0,"


1

S

",116
Nathan BOR,1,Los Angeles 1932,1913.0,"


1

B

",110
Karl HIPFINGER,2,Amsterdam 1928,1905.0,"


1

B

",118
Roger FRANCOIS,3,Paris 1924,1900.0,"


1

G

",123
Svend Egil Benjamin OLSEN,1,Los Angeles 1932,1908.0,"


1

S

",115
Henry Ludwig DUEY,1,Los Angeles 1932,1908.0,"


1

B

",115
Raymond SUVIGNY,2,Paris 1924,1903.0,"


1

G

",120
Hans WÖLPERT,2,Amsterdam 1928,1898.0,"


1

S



1

B

",125
Hans HAAS,2,Amsterdam 1928,1906.0,"


1

G



1

S

",117
Pierino GABETTI,3,Paris 1924,1904.0,"


1

G



1

S

",119
Jaroslav SKOBLA,3,Paris 1924,1899.0,"


1

G



1

B

",124
Josef STRASSBERGER,2,Amsterdam 1928,1894.0,"


1

G



1

B

",129
Edward Lansing GORDON,2,Amsterdam 1928,1908.0,"


1

G

",115
Charles Lambert REDD,1,Los Angeles 1932,1908.0,"


1

S

",115
Eric SVENSSON,2,Amsterdam 1928,1903.0,"


1

S

",120
Silvio M. CATOR,3,Paris 1924,1900.0,"


1

S

",123
Wolrad EBERLE,1,Los Angeles 1932,1908.0,"


1

B

",115
Ralph Anthony HILL,1,Los Angeles 1932,1908.0,"


1

S

",115
Lauri VIRTANEN,1,Los Angeles 1932,1904.0,"


2

B

",119
Thomas EVENSON,2,Los Angeles 1932,1910.0,"


1

S

",113
Janusz KUSOCINSKI,1,Los Angeles 1932,1907.0,"


1

G

",116
George J. Jr. SALING,1,Los Angeles 1932,1909.0,"


1

G

",114
Percy BEARD,1,Los Angeles 1932,1908.0,"


1

S

",115
David George BURGHLEY,3,Paris 1924,1905.0,"


1

G



1

S

",118
Ossian E. SKIÖLD,3,Paris 1924,1889.0,"


1

S

",134
Harri Edvin LARVA,2,Amsterdam 1928,1906.0,"


1

G

",117
Thomas William GREEN,1,Los Angeles 1932,1894.0,"


1

G

",129
Ugo FRIGERIO,3,Antwerp 1920,1901.0,"


3

G



1

B

",122
Robert Morton Newburgh TISDALL,1,Los Angeles 1932,1907.0,"


1

G

",116
Frederick Morgan TAYLOR,3,Paris 1924,1903.0,"


1

G



2

B

",120
Jean SHILEY,2,Amsterdam 1928,1911.0,"


1

G

",112
Mildred DIDRIKSON,1,Los Angeles 1932,1911.0,"


2

G



1

S

",112
Eva DAWES-SPINKS,1,Los Angeles 1932,1912.0,"


1

B

",111
Carolina Anna GISOLF,2,Amsterdam 1928,1910.0,"


1

S

",113
Marjorie R. CLARK,2,Amsterdam 1928,1909.0,"


1

B

",114
Ellen BRAUMÜLLER,1,Los Angeles 1932,1910.0,"


1

S

",113
Duncan MCNAUGHTON,1,Los Angeles 1932,1910.0,"


1

G

",113
Robert VAN OSDEL,1,Los Angeles 1932,1910.0,"


1

S

",113
Claude Charles MENARD,2,Amsterdam 1928,1906.0,"


1

B

",117
William Waring MILLER,1,Los Angeles 1932,1912.0,"


1

G

",111
George G. JEFFERSON,1,Los Angeles 1932,1910.0,"


1

B

",113
Thomas HAMPSON,1,Los Angeles 1932,1907.0,"


1

G



1

S

",116
Samuel FERRIS,3,Paris 1924,1900.0,"


1

S

",123
Armas Adam TOIVONEN,1,Los Angeles 1932,1899.0,"


1

B

",124
James P. HENIGAN,3,Paris 1924,1892.0,"


1

S

",131
Hilda STRIKE-SISSON,1,Los Angeles 1932,1910.0,"


2

S

",113
Wilhelmina VON BREMEN,1,Los Angeles 1932,1909.0,"


1

G



1

B

",114
Eileen May HISCOCK,2,Los Angeles 1932,1909.0,"


1

S



1

B

",114
Lillian COPELAND,2,Amsterdam 1928,1904.0,"


1

G



1

S

",119
Ruth OSBURN,1,Los Angeles 1932,1912.0,"


1

S

",111
Eddie TOLAN,1,Los Angeles 1932,1908.0,"


2

G

",115
Arthur JONATH,1,Los Angeles 1932,1909.0,"


1

S



1

B

",114
George Sidney SIMPSON,1,Los Angeles 1932,1908.0,"


1

S

",115
Paavo Ilmari YRJÖLÄ,3,Paris 1924,1902.0,"


1

G

",121
Matti Kalervo SIPPALA,1,Los Angeles 1932,1908.0,"


1

S

",115
Eino PENTTILA,2,Amsterdam 1928,1906.0,"


1

B

",117
Olav SUNDE,2,Amsterdam 1928,1903.0,"


1

B

",120
Mikio ODA,3,Paris 1924,1905.0,"


1

G

",118
William Arthur CARR,1,Los Angeles 1932,1909.0,"


2

G

",114
Benjamin Bangs EASTMAN,1,Los Angeles 1932,1911.0,"


1

S

",112
Leo Joseph SEXTON,1,Los Angeles 1932,1909.0,"


1

G

",114
Harlow Phelps ROTHERT,2,Amsterdam 1928,1908.0,"


1

S

",115
Emil HIRSCHFELD,2,Amsterdam 1928,1903.0,"


1

B

",120
Paul WINTER,2,Los Angeles 1932,1906.0,"


1

B

",117
Percy WILLIAMS,2,Amsterdam 1928,1908.0,"


2

G

",115
John Franklin ANDERSON,2,Amsterdam 1928,1907.0,"


1

G

",116
Henri Jean LABORDE,1,Los Angeles 1932,1909.0,"


1

S

",114
Evelyne Ruth HALL,1,Los Angeles 1932,1909.0,"


1

S

",114
Violet B. WEBB,2,Los Angeles 1932,1915.0,"


1

B

",108
Edward CARMICHAEL,1,Los Angeles 1932,1907.0,"


1

B

",116
Mario LERTORA,3,Paris 1924,1897.0,"


2

G



1

B

",126
Raymond Henry BASS,1,Los Angeles 1932,1910.0,"


1

G

",113
William Jackson GALBRAITH,1,Los Angeles 1932,1906.0,"


1

S

",117
Dallas Denver BIXLER,1,Los Angeles 1932,1910.0,"


1

G

",113
Michael SCHULER,1,Los Angeles 1932,1901.0,"


1

S

",122
Giovanni LATTUADA,1,Los Angeles 1932,1905.0,"


1

B

",118
George Julius GULACK,1,Los Angeles 1932,1905.0,"


1

G

",118
William Thomas DENTON,1,Los Angeles 1932,1911.0,"


1

S

",112
George Helm ROTH,1,Los Angeles 1932,1911.0,"


1

G

",112
Philip Richard ERENBERG,1,Los Angeles 1932,1909.0,"


1

S

",114
Rowland WOLFE,1,Los Angeles 1932,1914.0,"


1

G

",109
Omero BONOLI,1,Los Angeles 1932,1909.0,"


1

S

",114
Harry Dwight CHAMBERLIN,3,Antwerp 1920,1887.0,"


1

G



1

S

",136
Clarence VON ROSEN JR.,1,Los Angeles 1932,1903.0,"


2

B

",120
Ernst HALLBERG,2,Amsterdam 1928,1894.0,"


1

B

",129
Johan Gabriel OXENSTIERNA,1,Los Angeles 1932,1899.0,"


1

G

",124
Bo LINDMAN,3,Paris 1924,1899.0,"


1

G



2

S

",124
Richard Walden MAYO,2,Amsterdam 1928,1902.0,"


1

B

",121
Elemer SOMFAY,3,Paris 1924,1898.0,"


1

S

",125
Attilio PAVESI,1,Los Angeles 1932,1910.0,"


2

G

",113
Guglielmo SEGATO,1,Los Angeles 1932,1906.0,"


1

G



1

S

",117
Bernhard BRITZ,1,Los Angeles 1932,1906.0,"


2

B

",117
Giuseppe OLMO,1,Los Angeles 1932,1911.0,"


1

G

",112
Frank William SOUTHALL,2,Amsterdam 1928,1903.0,"


2

S



1

B

",120
Sven HÖGLUND,1,Los Angeles 1932,1910.0,"


1

B

",113
Leo NIELSEN,2,Amsterdam 1928,1909.0,"


1

G



1

S

",114
Paul CHOCQUE,1,Los Angeles 1932,1910.0,"


1

S

",113
Henry Peter Christian HANSEN,2,Amsterdam 1928,1902.0,"


2

G



1

S

",121
Henri MOUILLEFARINE,1,Los Angeles 1932,1910.0,"


1

S

",113
William Gladstone HARWELL,1,Los Angeles 1932,1907.0,"


1

B

",116
Henry Robert PEARCE,2,Amsterdam 1928,1905.0,"


2

G

",118
William G. MILLER,2,Amsterdam 1928,1905.0,"


2

S

",118
Leslie Frank SOUTHWOOD,2,Los Angeles 1932,1906.0,"


1

G

",117
Xavier François LESAGE,2,Paris 1924,1885.0,"


2

G



1

B

",138
Charles Louis Pierre MARION,2,Amsterdam 1928,1887.0,"


1

G



2

S

",136
Thomas BYSTRÖM,1,Los Angeles 1932,1893.0,"


1

S

",130
Alvin H. MOORE,1,Los Angeles 1932,1891.0,"


1

B

",132
Bertil SANDSTRÖM,3,Antwerp 1920,1887.0,"


3

S

",136
Edgar NEMIR,1,Los Angeles 1932,1910.0,"


1

S

",113
Charles PACÔME,2,Amsterdam 1928,1903.0,"


1

G



1

S

",120
Gustaf KLARÉN,1,Los Angeles 1932,1906.0,"


1

B

",117
Osvald KAPP,3,Paris 1924,1905.0,"


1

G

",118
Eduard SPERLING,2,Amsterdam 1928,1902.0,"


1

S



1

B

",121
Carl WESTERGREN,4,Antwerp 1920,1895.0,"


3

G

",128
Josef URBAN,2,Amsterdam 1928,1899.0,"


1

S

",124
Nikolaus HIRSCHL,1,Los Angeles 1932,1908.0,"


2

B

",115
Giovanni GOZZI,3,Paris 1924,1902.0,"


1

G



1

B

",121
Jindrich MAUDR,2,Amsterdam 1928,1906.0,"


1

S

",117
Robert Edward PEARCE,1,Los Angeles 1932,1908.0,"


1

G

",115
